Gana,Kanji,Meaning,JP_Example_1,JP_Example_Pronunciation_1,JP_Example_Meaning_1,JP_Example_2,JP_Example_Pronunciation_2,JP_Example_Meaning_2
どう,,어떻게,どうしてあんなに遅れたの?,どうして あんなに おくれたの?,왜 그렇게 늦었어요?,この料理はどうですか?。,このりょうりはどうですか？,이 요리는 어때요?
どうして,,"어째서, 왜",どうしてこんなことをしたのですか。,どうして　こんな　こと　を　した　の　です　か。,어째서 이런 일을 했습니까?,どうして今日は学校に行かなかったのですか。,どうしてきょうはがっこうにいかなかったのですか。,오늘은 왜 학교에 가지 않았어요?
どうぞ,,"부디, 어서 (권유 표현)",どうぞごゆっくりおくつろぎください。,どうぞ ごゆっくり おくつろぎ ください。,부디 여유 있게 쉬세요.,どうぞお入りください。,どうぞお入りください。,어서 들어오세요
どうぶつ,動物,동물,動物園には、たくさんのどうぶつがいます。,どうぶつえんには、たくさんのどうぶつがいます。,동물원에는 많은 동물들이 있습니다.,このどうぶつはかわいいです。,このどうぶつはかわいいです。,이 동물은 귀엽습니다
どうも,,"정말, 고마워요",どうもありがとうございました。,どうもありがとうございました。,정말 감사했습니다.,どうも、ありがとうございました。,どうも、ありがとうございました。,정말 감사합니다
とおい,遠い,멀다,東京からソウルはとおい。,とうきょうからソウルはとおい。,동경에서 서울까지는 멉니다.,この山はとおいです。,このやまはとおいです。,이 산은 멀다
とおる,通る,"지나가다, 통과하다",その道を車がとおります。,その みちを くるまが とおります。,그 길을 차가 지나갑니다.,この道を通ると駅に着く。,このみちをとおるとえきにつく。,이 길을 지나면 역에 도착한다
とき,時,때,花は春のときが一番きれいです。,はなははるのときがいちばんきれいです。,봄 때 꽃이 가장 아름답습니다.,学生のときはよく本を読んだ。,がくせいのときはよくほんをよんだ。,학생일 때는 자주 책을 읽었다.
ときどき,時々,"가끔, 때때로",時々公園で散歩をします。,ときどきこうえんでさんぽをします。,가끔 공원에서 산책을 합니다.,ときどき、私は新しい料理を作ってみます。,ときどき、わたしはあたらしいりょうりをつくってみます。,가끔 저는 새로운 요리를 만들어 봅니다
とくい,得意,잘함,その店のステーキは本当に得意だ。,そのみせのすてーきはほんとうにとくいだ。,그 가게의 스테이크는 정말 잘하는 것이다.,私は英語が得意で、自信があります。,わたしはえいごがとくいで、じしんがあります。,나는 영어를 잘하고 자신감이 있습니다
とくに,特に,"특히, 특별히",この本は、とくに面白くありません。,この ほんは、とくに おもしろく ありません。,이 책은 특히 재미있지 않습니다.,このレストランのデザートはとくに美味しい。,このレストランのデザートはとくにおいしい。,이 레스토랑의 디저트는 특히 맛있다
とけい,時計,시계,僕のとけいはとてもかわいいです。,ぼくのとけいはとてもかわいいです。,나의 시계는 매우 귀엽습니다.,机の上にとけいがあります。,つくえのうえにとけいがあります。,책상 위에 시계가 있습니다
どこ,,어디,その本はどこにありますか。,そのほんはどこにありますか。,그 책은 어디에 있습니까?,トイレはどこですか？,といれはどこですか？,화장실이 어디예요?
ところ,所,"곳, 부분",彼がいつもいるところは公園です。,かれが いつも いる ところは こうえん です。,그가 항상 있는 곳은 공원입니다.,この文章の重要なところは、結論です。,このぶんしょうのじゅうようなところは、けつろんです。,이 글의 중요한 부분은 결론입니다
ところで,,그런데,ところで、あなたは何か特別な予定はありますか?,ところで、あなたは なにか とくべつな よていは ありますか?,그런데 당신은 특별한 계획이 있나요?,ところで、明日のイベントの詳細は決まりましたか？,ところで、あしたのイベントのしょうさいはきまりましたか？,그런데 내일 행사에 대한 세부 내용은 결정되었나요?
とし,年,"해, 나이",私はこの年から勉強を始めました。,わたしはこのとしからべんきょうをはじめました。,나는 이 해부터 공부를 시작했습니다.,私は年をとりました。,わたしはとしをとりました。,나는 나이가 들었습니다
としょ,図書,도서,図書館の本を借りるのが好きだ。,としょかんのほんをかりるのがすきだ。,도서관의 책을 빌리는 것을 좋아한다.,図書を読むのが好きです。,としょをよむのがすきです。,도서를 읽는 것을 좋아합니다.
とちゅう,途中,도중,仕事の途中で休憩を取ることも大切です。,しごとのとちゅうできゅうけいをとることもたいせつです。,일하는 도중에 휴식을 취하는 것도 중요합니다.,この道は途中で工事中です。,このみちはとちゅうでこうじちゅうです。,이 길은 도중에 공사 중입니다
どちら/どっち,,어느 쪽,どちらのケーキがおいしかったですか。,どちらの ケーキが おいしかったですか。,어느 케이크가 맛있었나요?,この道とあの道、どちらが近いですか。,このみちとあのみち、どちらがちかいですか。,이 길과 저 길 중 어느 쪽이 더 가까워요?
とても,,"매우, 도저히",私はとても忙しいです。,わたしはとてもいそがしいです。,나는 매우 바쁩니다.,今日はとても寒くて、外に出るのは到底無理だった。,きょうはとてもさむくて、そとにでるのはとうていむりだった。,오늘은 매우 추워서 밖에 나가는 것은 도저히 불가능했다
どなた,,어느 분,会社のどなたに相談したらよいでしょうか。,かいしゃのどなたにそうだんしたらよいでしょうか。,회사에서 누구에게 상담하면 좋을까요?,すみません、どなたですか？,すみません、どなたですか？,실례지만 어느 분이십니까?
